Gene_id,Phi
lcl|NC_000913.3_cds_NP_414543.1_2,1.49744285359
lcl|NC_000913.3_cds_NP_414548.1_7,0.00433458287821
lcl|NC_000913.3_cds_NP_414549.1_8,4.85142041005
lcl|NC_000913.3_cds_NP_414551.1_10,0.142661582021
lcl|NC_000913.3_cds_NP_414552.1_11,0.00667412319916
lcl|NC_000913.3_cds_NP_414555.1_13,10.7433351332
lcl|NC_000913.3_cds_NP_414556.1_14,1.1995789277
lcl|NC_000913.3_cds_NP_414564.1_22,28.8513076717
lcl|NC_000913.3_cds_NP_414566.1_24,0.164681769947
lcl|NC_000913.3_cds_NP_414567.1_25,1.53970368107
lcl|NC_000913.3_cds_NP_414568.1_26,0.213072792011
lcl|NC_000913.3_cds_NP_414569.1_27,0.262680164268
lcl|NC_000913.3_cds_NP_414570.1_28,0.318978516153
lcl|NC_000913.3_cds_NP_414571.1_29,0.104283923288
lcl|NC_000913.3_cds_NP_414574.1_32,0.260128871172
lcl|NC_000913.3_cds_NP_414578.2_35,0.00794014587621
lcl|NC_000913.3_cds_NP_414580.1_37,0.00715730825128
lcl|NC_000913.3_cds_NP_414581.1_38,0.0114432521016
lcl|NC_000913.3_cds_NP_414583.2_40,1.0
lcl|NC_000913.3_cds_NP_414584.1_41,0.00438980272065
lcl|NC_000913.3_cds_NP_414587.1_44,1.0
lcl|NC_000913.3_cds_NP_414588.1_45,0.0384180894469
lcl|NC_000913.3_cds_NP_414590.1_47,0.441469452296
lcl|NC_000913.3_cds_NP_414591.1_48,0.0961656861485
lcl|NC_000913.3_cds_NP_414592.1_49,0.0486342069442
lcl|NC_000913.3_cds_NP_414594.1_51,0.0698896670816
lcl|NC_000913.3_cds_NP_414601.1_57,0.614406822958
lcl|NC_000913.3_cds_NP_414603.1_59,1.0
lcl|NC_000913.3_cds_NP_414604.1_60,0.00720204186335
lcl|NC_000913.3_cds_NP_414605.1_61,0.00360915721646
lcl|NC_000913.3_cds_NP_414613.1_70,0.536662920743
lcl|NC_000913.3_cds_NP_414614.1_71,0.431141564815
lcl|NC_000913.3_cds_NP_414615.4_72,0.382841049756
lcl|NC_000913.3_cds_NP_414616.1_73,0.221799037364
lcl|NC_000913.3_cds_NP_414620.1_77,0.134251295943
lcl|NC_000913.3_cds_NP_414622.1_78,0.232089836317
lcl|NC_000913.3_cds_NP_414624.1_80,0.243528634459
lcl|NC_000913.3_cds_NP_414626.1_82,0.0861628576084
lcl|NC_000913.3_cds_NP_414627.1_83,0.291667459278
lcl|NC_000913.3_cds_NP_414629.1_85,0.159612742022
lcl|NC_000913.3_cds_NP_414630.1_86,0.246654351229
lcl|NC_000913.3_cds_NP_414633.1_89,0.291821845965
lcl|NC_000913.3_cds_NP_414636.1_92,0.298089151792
lcl|NC_000913.3_cds_NP_414637.1_93,1.82473488036
lcl|NC_000913.3_cds_NP_414638.1_94,1.49810201667
lcl|NC_000913.3_cds_NP_414640.1_96,0.952550767599
lcl|NC_000913.3_cds_NP_414641.1_97,0.0970410527859
lcl|NC_000913.3_cds_NP_414643.1_98,0.623982861798
lcl|NC_000913.3_cds_NP_414644.1_99,0.32307313134
lcl|NC_000913.3_cds_NP_414645.1_100,0.0673475912985
lcl|NC_000913.3_cds_NP_414646.1_101,0.777689999106
lcl|NC_000913.3_cds_NP_414648.1_102,1.0
lcl|NC_000913.3_cds_NP_414654.1_108,0.245852879777
lcl|NC_000913.3_cds_NP_414655.1_109,0.361860468991
lcl|NC_000913.3_cds_NP_414656.1_110,10.3947475677
lcl|NC_000913.3_cds_NP_414657.1_111,9.287428322
lcl|NC_000913.3_cds_NP_414658.1_112,8.61871842608
lcl|NC_000913.3_cds_NP_414660.1_114,2.49613987688
lcl|NC_000913.3_cds_NP_414662.1_116,1.15336888575
lcl|NC_000913.3_cds_NP_414663.1_117,1.14501566192
lcl|NC_000913.3_cds_NP_414666.1_120,0.172867013803
lcl|NC_000913.3_cds_NP_414667.4_121,1.35367875306
lcl|NC_000913.3_cds_NP_414668.1_122,2.23779617837
lcl|NC_000913.3_cds_NP_414670.1_124,0.13029049623
lcl|NC_000913.3_cds_NP_414673.1_127,3.17385765215
lcl|NC_000913.3_cds_NP_414675.1_129,0.868844143937
lcl|NC_000913.3_cds_NP_414676.1_130,1.90952765756
lcl|NC_000913.3_cds_NP_414685.4_139,0.31965329631
lcl|NC_000913.3_cds_NP_414691.1_145,0.107693322158
lcl|NC_000913.3_cds_NP_414695.1_149,0.0121936331907
lcl|NC_000913.3_cds_NP_414696.1_150,1.01829027294
lcl|NC_000913.3_cds_NP_414698.1_152,3.59244530115
lcl|NC_000913.3_cds_NP_414701.1_155,1.36644941268
lcl|NC_000913.3_cds_NP_414702.1_156,0.0361831019999
lcl|NC_000913.3_cds_NP_414705.1_159,0.381732337778
lcl|NC_000913.3_cds_NP_414706.2_160,1.0
lcl|NC_000913.3_cds_NP_414708.1_161,4.1949840422
lcl|NC_000913.3_cds_NP_414709.1_162,0.0532871902487
lcl|NC_000913.3_cds_NP_414710.1_163,1.84865007779
lcl|NC_000913.3_cds_NP_414711.1_164,26.194234822
lcl|NC_000913.3_cds_NP_414712.1_165,18.7268510902
lcl|NC_000913.3_cds_NP_414713.1_166,1.70619851703
lcl|NC_000913.3_cds_NP_414714.1_167,4.5800666692
lcl|NC_000913.3_cds_NP_414721.1_174,0.893683660057
lcl|NC_000913.3_cds_NP_414722.1_175,3.77933956981
lcl|NC_000913.3_cds_NP_414723.1_176,0.476304988177
lcl|NC_000913.3_cds_NP_414724.1_177,0.0885698445992
lcl|NC_000913.3_cds_NP_414727.1_180,1.86699091157
lcl|NC_000913.3_cds_NP_414729.4_182,0.117207900262
lcl|NC_000913.3_cds_NP_414730.1_183,0.0975672466587
lcl|NC_000913.3_cds_NP_414732.1_186,0.124275638542
lcl|NC_000913.3_cds_NP_414736.1_190,2.24581972562
lcl|NC_000913.3_cds_NP_414739.1_193,3.90448818392
lcl|NC_000913.3_cds_NP_414740.1_194,0.360128753414
lcl|NC_000913.3_cds_NP_414741.1_195,0.923436109995
lcl|NC_000913.3_cds_NP_414745.1_199,0.0726611417496
lcl|NC_000913.3_cds_NP_414747.1_201,0.206785136511
lcl|NC_000913.3_cds_NP_414751.1_205,0.258074590275
lcl|NC_000913.3_cds_NP_414754.1_210,0.044444951168
lcl|NC_000913.3_cds_NP_414756.2_212,0.0135773945265
lcl|NC_000913.3_cds_NP_414757.1_213,0.973318076151
lcl|NC_000913.3_cds_NP_414758.1_214,0.0962860483387
lcl|NC_000913.3_cds_NP_414766.1_222,0.0116405883314
lcl|NC_000913.3_cds_NP_414772.1_228,1.54360526306
lcl|NC_000913.3_cds_NP_414773.1_229,2.33630939029
lcl|NC_000913.3_cds_NP_414777.1_233,0.439091688236
lcl|NC_000913.3_cds_NP_414778.1_234,0.561706021485
lcl|NC_000913.3_cds_NP_414780.1_237,1.0
lcl|NC_000913.3_cds_NP_414781.1_239,1.0
lcl|NC_000913.3_cds_NP_414782.1_240,1.0
lcl|NC_000913.3_cds_NP_414786.4_246,0.00400447391949
lcl|NC_000913.3_cds_NP_414787.4_247,0.00791382939923
lcl|NC_000913.3_cds_NP_414795.1_254,0.0959361989796
lcl|NC_000913.3_cds_NP_414796.2_255,0.00505282010304
lcl|NC_000913.3_cds_NP_414798.1_257,1.0
lcl|NC_000913.3_cds_NP_414801.1_262,1.0
lcl|NC_000913.3_cds_NP_414802.2_263,0.0244276869867
lcl|NC_000913.3_cds_NP_414803.1_264,0.0111410382161
lcl|NC_000913.3_cds_NP_414804.1_265,0.00681244959044
lcl|NC_000913.3_cds_NP_414805.1_266,0.0212803582269
lcl|NC_000913.3_cds_NP_414806.1_267,0.0300640425895
lcl|NC_000913.3_cds_NP_414807.1_268,0.122680716506
lcl|NC_000913.3_cds_NP_414817.1_280,0.00721831443292
lcl|NC_000913.3_cds_NP_414840.1_306,0.00750771777467
lcl|NC_000913.3_cds_NP_414845.1_310,0.0349000695746
lcl|NC_000913.3_cds_NP_414846.1_311,0.103516155598
lcl|NC_000913.3_cds_NP_414847.3_312,0.016773405425
lcl|NC_000913.3_cds_NP_414848.1_313,0.0224520326399
lcl|NC_000913.3_cds_NP_414850.1_315,0.00907638820702
lcl|NC_000913.3_cds_NP_414855.1_320,0.00649648298962
lcl|NC_000913.3_cds_NP_414857.1_321,1.0
lcl|NC_000913.3_cds_NP_414862.1_326,0.00449820923508
lcl|NC_000913.3_cds_NP_414865.1_329,1.0
lcl|NC_000913.3_cds_NP_414867.1_330,1.0
lcl|NC_000913.3_cds_NP_414868.1_331,1.0
lcl|NC_000913.3_cds_NP_414869.1_332,1.0
lcl|NC_000913.3_cds_NP_414870.1_333,0.151429417612
lcl|NC_000913.3_cds_NP_414871.1_334,0.445453902931
lcl|NC_000913.3_cds_NP_414873.1_336,0.00734554492147
lcl|NC_000913.3_cds_NP_414874.1_337,0.0309161810245
lcl|NC_000913.3_cds_NP_414883.5_346,0.00791382939923
lcl|NC_000913.3_cds_NP_414886.1_349,0.00658470408097
lcl|NC_000913.3_cds_NP_414887.2_350,0.00288732577317
lcl|NC_000913.3_cds_NP_414889.1_352,0.169935249324
lcl|NC_000913.3_cds_NP_414890.1_353,0.727692307433
lcl|NC_000913.3_cds_NP_414897.1_359,0.00200223695975
lcl|NC_000913.3_cds_NP_414902.1_364,0.0137147974225
lcl|NC_000913.3_cds_NP_414903.4_365,0.782913641842
lcl|NC_000913.3_cds_NP_414907.2_368,1.0
lcl|NC_000913.3_cds_NP_414911.1_371,0.0185229500784
lcl|NC_000913.3_cds_NP_414915.1_375,0.702379703858
lcl|NC_000913.3_cds_NP_414920.1_380,0.547165192509
lcl|NC_000913.3_cds_NP_414921.2_381,0.0924750678356
lcl|NC_000913.3_cds_NP_414925.1_385,0.681510204984
lcl|NC_000913.3_cds_NP_414927.1_387,0.610366973137
lcl|NC_000913.3_cds_NP_414928.2_388,0.131747008168
lcl|NC_000913.3_cds_NP_414930.3_389,0.0100021334373
lcl|NC_000913.3_cds_NP_414931.1_390,0.0315105391554
lcl|NC_000913.3_cds_NP_414935.1_394,0.379577025149
lcl|NC_000913.3_cds_NP_414936.1_395,0.155220647957
lcl|NC_000913.3_cds_NP_414938.1_397,0.0537067191792
lcl|NC_000913.3_cds_NP_414939.1_398,0.250877435813
lcl|NC_000913.3_cds_NP_414940.1_399,1.40589458094
lcl|NC_000913.3_cds_NP_414941.1_400,5.8227584622
lcl|NC_000913.3_cds_NP_414942.1_401,0.484168814399
lcl|NC_000913.3_cds_NP_414943.1_402,0.498324085553
lcl|NC_000913.3_cds_NP_414944.1_403,0.197496379949
lcl|NC_000913.3_cds_NP_414947.1_406,0.191944628606
lcl|NC_000913.3_cds_NP_414948.1_407,0.157638213081
lcl|NC_000913.3_cds_NP_414949.1_408,2.15976641202
lcl|NC_000913.3_cds_NP_414950.1_409,0.97379448123
lcl|NC_000913.3_cds_NP_414953.2_412,0.0919486115593
lcl|NC_000913.3_cds_NP_414954.1_413,0.178749703792
lcl|NC_000913.3_cds_NP_414956.1_415,0.380894122102
lcl|NC_000913.3_cds_NP_414957.1_416,0.592584100616
lcl|NC_000913.3_cds_NP_414958.4_417,0.264402494729
lcl|NC_000913.3_cds_NP_414960.2_419,3.26461182312
lcl|NC_000913.3_cds_NP_414963.1_422,3.58995125997
lcl|NC_000913.3_cds_NP_414964.1_423,2.55231611418
lcl|NC_000913.3_cds_NP_414965.1_424,2.26901173286
lcl|NC_000913.3_cds_NP_414966.1_425,2.95090783686
lcl|NC_000913.3_cds_NP_414967.1_426,0.0442076669168
lcl|NC_000913.3_cds_NP_414970.1_429,13.6988331431
lcl|NC_000913.3_cds_NP_414971.1_430,1.86193361253
lcl|NC_000913.3_cds_NP_414972.1_431,1.45915195871
lcl|NC_000913.3_cds_NP_414973.1_432,1.30380848301
lcl|NC_000913.3_cds_NP_414974.1_433,16.5495104057
lcl|NC_000913.3_cds_NP_414975.1_434,0.676485595776
lcl|NC_000913.3_cds_NP_414979.1_438,0.00420291612245
lcl|NC_000913.3_cds_NP_414981.4_440,0.050733806736
lcl|NC_000913.3_cds_NP_414983.1_442,0.0141265270935
lcl|NC_000913.3_cds_NP_414986.1_445,0.189975939057
lcl|NC_000913.3_cds_NP_414990.2_449,0.00718371489028
lcl|NC_000913.3_cds_NP_414991.4_450,0.182794226017
lcl|NC_000913.3_cds_NP_414995.1_454,0.39080060242
lcl|NC_000913.3_cds_NP_415000.1_459,0.0456661058131
lcl|NC_000913.3_cds_NP_415002.1_461,2.3531818914
lcl|NC_000913.3_cds_NP_415003.1_462,1.0
lcl|NC_000913.3_cds_NP_415004.1_463,4.10620525222
lcl|NC_000913.3_cds_NP_415005.1_464,0.227476539233
lcl|NC_000913.3_cds_NP_415006.1_465,2.76566888568
lcl|NC_000913.3_cds_NP_415007.1_466,4.74179474776
