Gene,Sample_1,Sample_2,Sample_3,Sample_4,Sample_5,Sample_6
lcl|NC_000913.3_cds_NP_414542.1_1,271,314,345,334,268,329
lcl|NC_000913.3_cds_NP_414543.1_2,488,541,522,539,513,565
lcl|NC_000913.3_cds_NP_414544.1_3,328,392,328,336,349,393
lcl|NC_000913.3_cds_NP_414545.1_4,344,437,381,355,424,421
lcl|NC_000913.3_cds_NP_414547.1_6,76,71,71,77,76,70
lcl|NC_000913.3_cds_NP_414548.1_7,6,6,5,8,8,6
lcl|NC_000913.3_cds_NP_414549.1_8,1045,1022,990,1118,987,1044
lcl|NC_000913.3_cds_NP_414550.1_9,114,119,114,120,106,111
lcl|NC_000913.3_cds_NP_414551.1_10,80,79,74,94,85,81
lcl|NC_000913.3_cds_NP_414552.1_11,2,5,6,8,5,6
lcl|NC_000913.3_cds_NP_414554.1_12,2,6,5,7,6,4
lcl|NC_000913.3_cds_NP_414555.1_13,2932,2561,1913,3289,2607,1881
lcl|NC_000913.3_cds_NP_414556.1_14,589,549,424,580,517,439
lcl|NC_000913.3_cds_YP_025292.1_17,25,19,20,20,23,28
lcl|NC_000913.3_cds_NP_414560.1_18,70,69,62,62,74,60
lcl|NC_000913.3_cds_NP_414561.1_19,39,34,37,37,43,37
lcl|NC_000913.3_cds_NP_414562.1_20,13,15,12,15,17,13
lcl|NC_000913.3_cds_NP_414564.1_22,8126,7580,8409,7636,8285,8149
lcl|NC_000913.3_cds_NP_414566.1_24,281,269,257,252,265,270
lcl|NC_000913.3_cds_NP_414567.1_25,453,492,436,447,448,457
lcl|NC_000913.3_cds_NP_414568.1_26,247,271,211,221,264,253
lcl|NC_000913.3_cds_NP_414569.1_27,130,157,144,137,153,148
lcl|NC_000913.3_cds_NP_414570.1_28,157,171,157,154,165,170
lcl|NC_000913.3_cds_NP_414571.1_29,30,27,29,25,30,39
lcl|NC_000913.3_cds_NP_414572.1_30,120,132,125,117,119,117
lcl|NC_000913.3_cds_NP_414573.1_31,73,78,183,71,67,147
lcl|NC_000913.3_cds_NP_414574.1_32,53,60,117,54,48,97
lcl|NC_000913.3_cds_NP_414577.2_34,2,3,3,5,3,2
lcl|NC_000913.3_cds_NP_414578.2_35,2,3,2,5,2,1
lcl|NC_000913.3_cds_NP_414579.4_36,7,7,7,10,6,7
lcl|NC_000913.3_cds_NP_414580.1_37,7,6,8,10,7,10
lcl|NC_000913.3_cds_NP_414581.1_38,10,11,13,11,8,9
lcl|NC_000913.3_cds_NP_414582.1_39,1,2,1,6,1,2
lcl|NC_000913.3_cds_NP_414583.2_40,2,4,3,8,2,3
lcl|NC_000913.3_cds_NP_414584.1_41,2,1,3,3,1,2
