Gene,23A1,23B1,23C3,39A1,39B1,39C1,WTA1,WTB1,WTC3
lcl|NC_000913.3_cds_NP_414542.1_1,178,190,287,300,254,190,315,225,286
lcl|NC_000913.3_cds_NP_414543.1_2,364,368,1016,292,965,664,794,135,1372
lcl|NC_000913.3_cds_NP_414544.1_3,86,92,251,75,170,155,151,28,281
lcl|NC_000913.3_cds_NP_414545.1_4,151,158,522,174,387,319,370,68,562
lcl|NC_000913.3_cds_NP_414547.1_6,41,35,38,54,56,67,47,29,42
lcl|NC_000913.3_cds_NP_414548.1_7,9,15,9,11,9,6,12,12,9
lcl|NC_000913.3_cds_NP_414549.1_8,810,741,930,757,926,687,651,440,896
lcl|NC_000913.3_cds_NP_414550.1_9,21,26,21,17,29,16,20,14,25
lcl|NC_000913.3_cds_NP_414551.1_10,11,16,11,17,13,10,13,7,12
lcl|NC_000913.3_cds_NP_414552.1_11,1,4,2,4,2,4,1,0,0
lcl|NC_000913.3_cds_NP_414554.1_12,3,4,1,1,3,3,3,0,4
lcl|NC_000913.3_cds_NP_414555.1_13,293,615,522,349,1000,704,1128,453,876
lcl|NC_000913.3_cds_NP_414556.1_14,33,49,69,32,82,75,61,26,81
lcl|NC_000913.3_cds_YP_025292.1_17,0,0,0,0,0,0,0,0,0
lcl|NC_000913.3_cds_NP_414560.1_18,54,50,52,49,64,64,82,31,56
lcl|NC_000913.3_cds_NP_414561.1_19,29,33,34,30,31,36,46,23,31
lcl|NC_000913.3_cds_NP_414562.1_20,19,22,32,38,40,23,36,21,26
lcl|NC_000913.3_cds_NP_414564.1_22,357,365,364,445,435,361,557,310,496
lcl|NC_000913.3_cds_NP_414566.1_24,100,124,129,146,191,163,140,80,184
lcl|NC_000913.3_cds_NP_414567.1_25,293,314,410,467,493,488,318,253,476
lcl|NC_000913.3_cds_NP_414568.1_26,19,39,35,32,44,33,22,17,48
lcl|NC_000913.3_cds_NP_414569.1_27,14,32,33,24,14,33,15,20,28
lcl|NC_000913.3_cds_NP_414570.1_28,37,34,38,45,48,48,37,31,47
lcl|NC_000913.3_cds_NP_414571.1_29,2,5,3,2,6,1,0,2,1
lcl|NC_000913.3_cds_NP_414572.1_30,827,357,502,125,97,91,81,228,66
lcl|NC_000913.3_cds_NP_414573.1_31,84,129,64,12,96,75,19,62,91
lcl|NC_000913.3_cds_NP_414574.1_32,132,197,144,33,111,77,27,105,155
lcl|NC_000913.3_cds_NP_414577.2_34,6,1,4,0,5,0,2,2,0
lcl|NC_000913.3_cds_NP_414578.2_35,0,5,0,1,0,1,1,0,0
lcl|NC_000913.3_cds_NP_414579.4_36,6,8,5,3,3,5,7,1,4
lcl|NC_000913.3_cds_NP_414580.1_37,3,6,1,1,3,3,7,4,2
lcl|NC_000913.3_cds_NP_414581.1_38,6,4,5,3,2,2,1,0,1
lcl|NC_000913.3_cds_NP_414582.1_39,1,2,0,2,1,1,3,5,1
lcl|NC_000913.3_cds_NP_414583.2_40,3,0,0,1,1,1,0,1,0
lcl|NC_000913.3_cds_NP_414584.1_41,0,2,0,1,0,2,1,1,1
lcl|NC_000913.3_cds_NP_414585.1_42,0,0,1,0,2,1,1,4,0
lcl|NC_000913.3_cds_NP_414586.1_43,0,0,0,0,1,1,0,0,0
lcl|NC_000913.3_cds_NP_414587.1_44,1,5,0,1,2,0,2,1,0
lcl|NC_000913.3_cds_NP_414588.1_45,5,11,5,8,3,7,5,6,5
lcl|NC_000913.3_cds_NP_414589.1_46,22,22,20,21,18,14,21,18,13
lcl|NC_000913.3_cds_NP_414590.1_47,22,19,25,18,20,22,9,16,20
lcl|NC_000913.3_cds_NP_414591.1_48,23,26,31,29,27,16,19,19,23
lcl|NC_000913.3_cds_NP_414592.1_49,32,29,36,50,39,35,27,29,32
lcl|NC_000913.3_cds_NP_414593.1_50,75,85,120,101,120,83,86,62,101
lcl|NC_000913.3_cds_NP_414594.1_51,28,44,37,37,49,50,24,27,40
lcl|NC_000913.3_cds_NP_414595.1_52,223,233,301,235,265,238,185,142,313
